,id,zipcode,price,price_median,condition_type,status
5707,7940700190,98034,380000.0,445950.0,regular,buy
5711,3222069153,98042,286900.0,292000.0,regular,buy
5712,7211300050,98052,472000.0,615000.0,regular,buy
5713,1545806980,98038,263000.0,342000.0,regular,buy
5717,8663280080,98034,405000.0,445950.0,regular,buy
5723,1788800630,98023,96500.0,268450.0,regular,buy
5724,1788800630,98023,185000.0,268450.0,regular,buy
5725,8864000250,98168,150550.0,235000.0,regular,buy
5730,5634500170,98028,250000.0,445000.0,regular,buy
5731,1954400500,98074,583000.0,642000.0,regular,buy
5732,9528102771,98115,499000.0,567000.0,regular,buy
5735,524059323,98004,990400.0,1150000.0,regular,buy
5736,824069173,98075,600000.0,739999.0,regular,buy
5737,2678100005,98155,325000.0,375000.0,regular,buy
5738,2025700080,98038,265000.0,342000.0,regular,buy
5740,2597000006,98155,347500.0,375000.0,regular,buy
5744,1937300280,98144,404500.0,450000.0,regular,buy
5745,9183703376,98030,225000.0,282255.0,regular,buy
5746,9542801310,98023,267000.0,268450.0,regular,buy
5750,3131201310,98105,525000.0,675000.0,regular,buy
5753,3274800460,98144,387000.0,450000.0,regular,buy
5756,6381500170,98125,235000.0,425000.0,regular,buy
5757,6381500170,98125,365000.0,425000.0,regular,buy
5758,1954420170,98074,368250.0,642000.0,regular,buy
5759,1954420170,98074,580000.0,642000.0,regular,buy
5761,6181400470,98001,215000.0,260000.0,regular,buy
5763,7215730430,98075,705000.0,739999.0,regular,buy
5764,475000190,98107,465000.0,529950.0,regular,buy
5768,1939120050,98074,638250.0,642000.0,regular,buy
5771,4457300630,98040,842000.0,993750.0,regular,buy
5774,1775800280,98072,310000.0,515000.0,regular,buy
5777,7839300185,98055,225000.0,294950.0,regular,buy
5778,2426039130,98177,417500.0,554000.0,regular,buy
5779,2938200170,98022,265000.0,279500.0,regular,buy
5780,1954440050,98074,550000.0,642000.0,regular,buy
5783,2195900010,98059,270000.0,435000.0,regular,buy
5784,5707500050,98112,739375.0,915000.0,regular,buy
5785,8929000130,98029,357562.0,575000.0,regular,buy
5787,8682262330,98053,455000.0,635000.0,regular,buy
5789,1624079088,98024,415000.0,460000.0,regular,buy
5790,7370600050,98177,452000.0,554000.0,regular,buy
5791,2025059134,98004,810000.0,1150000.0,regular,buy
5795,2473370050,98058,327500.0,335000.0,regular,buy
5796,3276930050,98075,699950.0,739999.0,regular,buy
5799,8563000130,98008,445000.0,545000.0,regular,buy
5800,2770604103,98119,450000.0,744975.0,regular,buy
5801,3581000020,98034,350000.0,445950.0,regular,buy
5805,7202260780,98053,535000.0,635000.0,regular,buy
5806,8651410950,98042,216500.0,292000.0,regular,buy
5808,3205400290,98034,420200.0,445950.0,regular,buy
5809,7129300420,98178,258000.0,278277.0,good,buy
5810,263000280,98103,450000.0,550000.0,regular,buy
5813,8078440050,98074,569500.0,642000.0,regular,buy
5815,7518502945,98117,524950.0,544000.0,regular,buy
5816,7568700480,98155,153000.0,375000.0,regular,buy
5819,7200001259,98052,570000.0,615000.0,regular,buy
5821,1934800086,98122,435000.0,572000.0,regular,buy
5822,3361401025,98168,207000.0,235000.0,regular,buy
5823,7430500415,98008,540000.0,545000.0,regular,buy
5825,7749500250,98092,265000.0,309780.0,regular,buy
5826,1773101159,98106,250000.0,315000.0,regular,buy
5833,2600000050,98006,690000.0,760184.5,regular,buy
5835,5540800130,98103,447500.0,550000.0,regular,buy
5836,7955060010,98034,440000.0,445950.0,regular,buy
5837,7760400470,98042,278000.0,292000.0,regular,buy
5839,4345000050,98030,245000.0,282255.0,regular,buy
5840,7334501440,98045,287000.0,399500.0,regular,buy
5841,1523069215,98027,435000.0,570500.0,regular,buy
5843,871001611,98199,616000.0,689800.0,regular,buy
5844,1685200190,98092,203000.0,309780.0,regular,buy
5849,4299700095,98108,254000.0,342500.0,regular,buy
5854,643400130,98007,512500.0,555000.0,regular,buy
5856,421000185,98056,200000.0,380000.0,good,buy
5857,2113700825,98106,172000.0,315000.0,regular,buy
5859,4348800080,98004,641200.0,1150000.0,regular,buy
5861,3578401700,98074,540000.0,642000.0,regular,buy
5862,1211000280,98122,295000.0,572000.0,regular,buy
5863,1324300091,98103,370000.0,550000.0,regular,buy
5865,1524079088,98024,275000.0,460000.0,regular,buy
5866,9320900420,98023,89000.0,268450.0,regular,buy
5867,7349800780,98019,175000.0,401250.0,regular,buy
5869,5631500213,98028,342400.0,445000.0,regular,buy
5870,3416601045,98144,345000.0,450000.0,regular,buy
5871,9828701650,98112,399000.0,915000.0,regular,buy
5872,6071300500,98006,550000.0,760184.5,regular,buy
5873,6072760670,98006,652450.0,760184.5,good,buy
5876,2787720170,98059,395000.0,435000.0,good,buy
5877,9826701735,98122,449950.0,572000.0,regular,buy
5879,4060000440,98178,241000.0,278277.0,regular,buy
5881,8857310010,98008,268500.0,545000.0,regular,buy
5882,1823049178,98166,200000.0,390000.0,regular,buy
5884,8682260480,98053,429000.0,635000.0,regular,buy
5885,1250200345,98144,230000.0,450000.0,regular,buy
5887,7818700480,98117,314200.0,544000.0,regular,buy
5892,6372000101,98116,483500.0,562750.0,regular,buy
5896,8944360080,98029,513000.0,575000.0,regular,buy
5897,7979900225,98155,360000.0,375000.0,regular,buy
5898,3163600130,98146,234900.0,305000.0,regular,buy
5900,2749600095,98119,595000.0,744975.0,regular,buy
5903,1250200605,98144,350000.0,450000.0,regular,buy
5904,8887001640,98070,416500.0,463750.0,regular,buy
5905,2122059127,98042,209900.0,292000.0,regular,buy
5907,7331900290,98002,230000.0,235000.0,regular,buy
5910,2923049421,98148,250000.0,278000.0,regular,buy
5912,5095400460,98059,390000.0,435000.0,regular,buy
5913,3819750170,98028,415000.0,445000.0,regular,buy
5914,5021900779,98040,785000.0,993750.0,good,buy
5915,4206901155,98105,575000.0,675000.0,regular,buy
5916,6303400290,98146,170000.0,305000.0,regular,buy
5918,6085000130,98001,230000.0,260000.0,regular,buy
5921,7802900380,98065,335000.0,500000.0,regular,buy
5927,9238500190,98072,440000.0,515000.0,regular,buy
5928,1972201856,98103,526000.0,550000.0,regular,buy
5932,7625704317,98136,377500.0,489950.0,regular,buy
5933,2946000912,98198,212500.0,265000.0,regular,buy
5937,185000161,98178,261000.0,278277.0,regular,buy
5941,5100403952,98115,440000.0,567000.0,regular,buy
5943,1483300430,98040,554000.0,993750.0,good,buy
5944,291300170,98027,387000.0,570500.0,regular,buy
5945,9117000170,98055,268643.0,294950.0,regular,buy
5946,461004095,98117,514000.0,544000.0,regular,buy
5947,9547201850,98115,420000.0,567000.0,regular,buy
5948,7942100290,98042,199000.0,292000.0,good,buy
5949,4336000050,98188,225000.0,264000.0,regular,buy
5951,8802400896,98031,204995.0,288200.0,good,buy
5952,3630010020,98029,376000.0,575000.0,regular,buy
5955,2473400290,98058,285000.0,335000.0,regular,buy
5957,629420080,98075,731000.0,739999.0,regular,buy
5963,5379800500,98188,255000.0,264000.0,regular,buy
5965,9406540190,98038,315000.0,342000.0,regular,buy
5968,8651510420,98074,490000.0,642000.0,regular,buy
5969,1422700080,98188,253000.0,264000.0,regular,buy
5972,1545800290,98038,215000.0,342000.0,regular,buy
5973,1545800290,98038,315000.0,342000.0,regular,buy
5974,2804100095,98112,724800.0,915000.0,regular,buy
5975,7282300095,98133,295000.0,375000.0,regular,buy
5976,930000289,98177,509007.0,554000.0,regular,buy
5978,1761100080,98023,205000.0,268450.0,regular,buy
5979,2953000250,98031,275000.0,288200.0,regular,buy
5982,7922750020,98033,560000.0,678350.0,regular,buy
5983,259600050,98008,458500.0,545000.0,regular,buy
5984,3298300420,98008,354000.0,545000.0,regular,buy
5988,4172100050,98117,524950.0,544000.0,regular,buy
5992,2781270440,98038,241000.0,342000.0,regular,buy
5994,7625703637,98136,286000.0,489950.0,regular,buy
5995,2926049408,98125,400000.0,425000.0,regular,buy
5996,3224079005,98024,255000.0,460000.0,regular,buy
5997,5147600095,98146,152000.0,305000.0,regular,buy
5998,2413900050,98052,599000.0,615000.0,regular,buy
5999,3820350050,98019,330000.0,401250.0,regular,buy
6003,8663370020,98034,435000.0,445950.0,regular,buy
6005,8947800080,98028,300000.0,445000.0,regular,buy
6006,1545803390,98038,252000.0,342000.0,regular,buy
6007,1088030010,98033,464625.0,678350.0,regular,buy
6008,1829700080,98155,340000.0,375000.0,regular,buy
6010,5706200020,98027,455000.0,570500.0,regular,buy
6014,6821101870,98199,524000.0,689800.0,regular,buy
6016,3530500010,98198,176000.0,265000.0,regular,buy
6017,7387500185,98106,249900.0,315000.0,regular,buy
6021,3423059109,98058,272000.0,335000.0,regular,buy
6022,5631500992,98028,390000.0,445000.0,regular,buy
6026,2273600250,98033,500000.0,678350.0,regular,buy
6027,3298700840,98106,263500.0,315000.0,regular,buy
6028,5450500010,98040,975000.0,993750.0,regular,buy
6031,6381502155,98125,300000.0,425000.0,regular,buy
6033,2205700345,98006,500000.0,760184.5,regular,buy
6034,6926700660,98109,680000.0,736000.0,regular,buy
6036,2770606890,98199,450000.0,689800.0,regular,buy
6037,2867100190,98119,650000.0,744975.0,regular,buy
6038,8562600190,98052,550000.0,615000.0,regular,buy
6039,5680000545,98108,330000.0,342500.0,regular,buy
6042,3275300440,98003,230000.0,267475.0,regular,buy
6046,1207200010,98146,245000.0,305000.0,regular,buy
6047,6815100095,98103,510000.0,550000.0,regular,buy
6049,3276930380,98075,675000.0,739999.0,regular,buy
6054,4302201045,98106,150000.0,315000.0,regular,buy
6055,507100020,98133,270000.0,375000.0,regular,buy
6056,259600280,98008,400000.0,545000.0,regular,buy
6057,7691800130,98075,650000.0,739999.0,regular,buy
6058,2056100275,98116,530000.0,562750.0,regular,buy
6059,2202500080,98006,248000.0,760184.5,regular,buy
6061,937000280,98198,199000.0,265000.0,regular,buy
6062,5379805253,98188,240000.0,264000.0,regular,buy
6063,6821102340,98199,415000.0,689800.0,regular,buy
6064,7229900250,98059,228000.0,435000.0,regular,buy
6066,8820900670,98125,399950.0,425000.0,regular,buy
6071,6911700066,98126,175000.0,395750.0,regular,buy
6073,2925059260,98004,800000.0,1150000.0,regular,buy
6074,3558000170,98038,329950.0,342000.0,regular,buy
6075,8651730290,98034,445000.0,445950.0,regular,buy
6076,9197100263,98032,237000.0,249000.0,regular,buy
6082,8682231330,98053,519000.0,635000.0,regular,buy
6083,2473480780,98058,320000.0,335000.0,regular,buy
6084,8641500280,98115,270000.0,567000.0,regular,buy
6086,9828200525,98122,330000.0,572000.0,regular,buy
6087,7971300050,98005,657500.0,765475.0,regular,buy
6089,5062300280,98014,150000.0,415000.0,regular,buy
6092,2268000050,98003,229900.0,267475.0,regular,buy
6097,5666300010,98133,302000.0,375000.0,regular,buy
6101,1233100642,98033,495000.0,678350.0,regular,buy
6102,222029026,98070,340000.0,463750.0,good,buy
6105,1775500050,98072,440000.0,515000.0,regular,buy
6108,7519001990,98117,361500.0,544000.0,regular,buy
6110,3802000020,98002,154950.0,235000.0,regular,buy
6111,1796360470,98042,247200.0,292000.0,regular,buy
6112,8732160050,98023,250000.0,268450.0,regular,buy
6114,6071200545,98006,541125.0,760184.5,regular,buy
6115,291300280,98027,310000.0,570500.0,regular,buy
6119,1559900080,98019,289200.0,401250.0,regular,buy
6120,7135300275,98118,185000.0,367500.0,regular,buy
6124,7942600006,98122,345000.0,572000.0,regular,buy
6127,8165501640,98106,309950.0,315000.0,regular,buy
6131,1377800010,98199,517500.0,689800.0,regular,buy
6134,255550190,98019,350000.0,401250.0,regular,buy
6137,1518000080,98019,325000.0,401250.0,regular,buy
6138,7883605915,98108,337500.0,342500.0,regular,buy
6139,1112700170,98034,425000.0,445950.0,regular,buy
6141,323059167,98059,259000.0,435000.0,regular,buy
6142,1951700480,98006,524400.0,760184.5,regular,buy
6144,9406500480,98028,273000.0,445000.0,regular,buy
6147,6751300130,98007,510500.0,555000.0,regular,buy
6148,2610100020,98155,290000.0,375000.0,regular,buy
6149,9476200680,98056,226000.0,380000.0,regular,buy
6150,6145600285,98133,300000.0,375000.0,regular,buy
6151,203900460,98053,407450.0,635000.0,regular,buy
6155,236400130,98188,239975.0,264000.0,regular,buy
6159,2473000130,98058,300000.0,335000.0,regular,buy
6160,2893000280,98031,216600.0,288200.0,regular,buy
6161,7977201845,98115,525000.0,567000.0,regular,buy
6163,5561200980,98027,390000.0,570500.0,regular,buy
6164,3039000020,98033,450000.0,678350.0,regular,buy
6165,6840701100,98122,382000.0,572000.0,regular,buy
6166,2130410050,98019,287000.0,401250.0,regular,buy
6168,3570300080,98052,435000.0,615000.0,regular,buy
6169,2321300351,98199,575000.0,689800.0,regular,buy
6170,2652501630,98109,626700.0,736000.0,regular,buy
6172,8084400010,98004,650000.0,1150000.0,regular,buy
6173,304000380,98002,197000.0,235000.0,regular,buy
6174,1873400020,98133,340000.0,375000.0,regular,buy
6175,4359700080,98033,560000.0,678350.0,regular,buy
6176,1727500010,98034,354000.0,445950.0,regular,buy
6180,1266200130,98004,650000.0,1150000.0,regular,buy
6182,8645511350,98058,300000.0,335000.0,regular,buy
6187,1623800440,98117,499922.0,544000.0,regular,buy
6192,3726800285,98144,346000.0,450000.0,regular,buy
6196,629600130,98075,594950.0,739999.0,regular,buy
6198,2191600780,98003,219000.0,267475.0,regular,buy
6199,7852180430,98065,450000.0,500000.0,regular,buy
6201,5248800440,98108,275000.0,342500.0,regular,buy
6202,9818700430,98122,421500.0,572000.0,good,buy
6204,5127000670,98059,314000.0,435000.0,regular,buy
6205,6341000221,98146,287000.0,305000.0,regular,buy
6206,7231501665,98055,277000.0,294950.0,regular,buy
6207,5014000225,98116,337500.0,562750.0,regular,buy
6212,7280300080,98177,510000.0,554000.0,regular,buy
6213,3624039073,98126,299950.0,395750.0,regular,buy
6215,6190701483,98133,364000.0,375000.0,regular,buy
6216,414100630,98133,335000.0,375000.0,good,buy
6217,7686202275,98198,219950.0,265000.0,regular,buy
6218,5113260170,98038,215000.0,342000.0,regular,buy
6220,2770601734,98199,535000.0,689800.0,regular,buy
6221,4222310290,98003,253000.0,267475.0,regular,buy
6222,5016001060,98112,650000.0,915000.0,regular,buy
6225,5127000470,98059,292000.0,435000.0,regular,buy
6227,1898600050,98023,257500.0,268450.0,regular,buy
6229,9524100050,98103,360000.0,550000.0,regular,buy
6230,2212200500,98031,269500.0,288200.0,regular,buy
6232,6412600005,98125,375000.0,425000.0,regular,buy
6236,2796100680,98031,275000.0,288200.0,regular,buy
6237,7203102140,98053,300000.0,635000.0,regular,buy
6239,2946000285,98198,200000.0,265000.0,regular,buy
6240,6848200221,98102,635000.0,720000.0,regular,buy
6241,952004725,98126,280000.0,395750.0,regular,buy
6243,5536100010,98004,1050000.0,1150000.0,regular,buy
6245,6071800480,98006,271950.0,760184.5,regular,buy
6247,3819800280,98011,400000.0,470000.0,regular,buy
6249,9834201100,98144,332500.0,450000.0,regular,buy
6253,514500235,98005,411100.0,765475.0,regular,buy
6256,8087800480,98052,480000.0,615000.0,regular,buy
6257,7931000066,98031,280000.0,288200.0,regular,buy
6258,5406500480,98075,668000.0,739999.0,regular,buy
6260,3300700470,98117,394475.0,544000.0,regular,buy
6262,6003001760,98112,675000.0,915000.0,regular,buy
6263,1432400095,98058,175000.0,335000.0,regular,buy
6265,6600220380,98074,538888.0,642000.0,regular,buy
6266,3990200020,98166,359000.0,390000.0,regular,buy
6267,112900020,98019,300000.0,401250.0,regular,buy
6268,8700110020,98030,273000.0,282255.0,regular,buy
6269,9831200221,98102,670000.0,720000.0,regular,buy
6270,8078400010,98074,530000.0,642000.0,regular,buy
6272,2946001950,98198,248000.0,265000.0,regular,buy
6273,3905050280,98029,533000.0,575000.0,regular,buy
6275,7292700005,98177,485000.0,554000.0,regular,buy
6277,7504001440,98074,435000.0,642000.0,regular,buy
6278,8068000305,98178,241000.0,278277.0,regular,buy
6281,1546600020,98005,760000.0,765475.0,regular,buy
6282,8071000050,98118,270000.0,367500.0,regular,buy
6284,5422560380,98052,499000.0,615000.0,regular,buy
6286,5416500840,98038,320000.0,342000.0,regular,buy
6290,9826701665,98122,550000.0,572000.0,regular,buy
6293,3317010130,98003,236000.0,267475.0,regular,buy
6294,1721059230,98092,265953.0,309780.0,regular,buy
6299,7849201061,98065,319950.0,500000.0,regular,buy
6300,3885805640,98033,625000.0,678350.0,good,buy
6301,8960200630,98031,248000.0,288200.0,regular,buy
6302,1736800920,98007,475000.0,555000.0,regular,buy
6304,9822700255,98105,670000.0,675000.0,regular,buy
6305,1423069102,98027,430000.0,570500.0,regular,buy
6306,5279100675,98027,313000.0,570500.0,good,buy
6307,2524049056,98040,950000.0,993750.0,regular,buy
6308,4232400470,98112,751750.0,915000.0,regular,buy
6310,8114000020,98059,310650.0,435000.0,regular,buy
6315,2214800630,98001,239950.0,260000.0,regular,buy
6318,9320600020,98031,250000.0,288200.0,regular,buy
6322,5112800233,98058,289000.0,335000.0,regular,buy
6324,8122100595,98126,212700.0,395750.0,regular,buy
6328,2133020020,98019,372000.0,401250.0,regular,buy
6330,5169700022,98059,334950.0,435000.0,good,buy
6336,126049217,98028,400000.0,445000.0,regular,buy
6337,2201500185,98006,397500.0,760184.5,regular,buy
6339,6843000080,98058,287000.0,335000.0,regular,buy
6343,1657530010,98056,260000.0,380000.0,regular,buy
6345,9828200460,98122,260000.0,572000.0,regular,buy
6346,9828200460,98122,430000.0,572000.0,regular,buy
6348,5422560470,98052,440000.0,615000.0,regular,buy
6349,446000020,98115,439500.0,567000.0,regular,buy
6350,9476200545,98056,270000.0,380000.0,good,buy
6352,9358002232,98126,380000.0,395750.0,regular,buy
6353,2212900920,98042,215000.0,292000.0,good,buy
6354,6149700380,98133,299900.0,375000.0,regular,buy
6356,3751605432,98001,239950.0,260000.0,regular,buy
6357,6384300020,98177,494000.0,554000.0,regular,buy
6358,3450300430,98059,317500.0,435000.0,regular,buy
6359,1245001763,98033,670000.0,678350.0,regular,buy
6362,5104500020,98034,250000.0,445950.0,regular,buy
6363,5438000080,98055,264950.0,294950.0,regular,buy
6365,1498301213,98144,384000.0,450000.0,regular,buy
6367,5127000430,98059,320000.0,435000.0,regular,buy
6369,3336001946,98118,263300.0,367500.0,regular,buy
6370,5253300387,98133,215000.0,375000.0,regular,buy
6374,8662500130,98030,251100.0,282255.0,regular,buy
6375,1770000130,98072,435000.0,515000.0,regular,buy
6377,862000020,98004,800000.0,1150000.0,regular,buy
6378,7199100020,98052,555000.0,615000.0,regular,buy
6379,9169600275,98136,280000.0,489950.0,regular,buy
6380,2767601815,98107,356000.0,529950.0,regular,buy
6382,7504010780,98074,605000.0,642000.0,regular,buy
6383,5015000190,98112,690500.0,915000.0,regular,buy
6384,8682260470,98053,437000.0,635000.0,regular,buy
6385,4122700020,98004,850000.0,1150000.0,regular,buy
6386,8850000285,98144,350000.0,450000.0,regular,buy
6388,7229800430,98059,379500.0,435000.0,regular,buy
6391,9834201470,98144,303000.0,450000.0,regular,buy
6393,3363400655,98103,549000.0,550000.0,good,buy
6395,8148600020,98168,170000.0,235000.0,regular,buy
6396,8651430780,98042,178000.0,292000.0,good,buy
6397,1432400345,98058,144000.0,335000.0,regular,buy
6399,2475900840,98024,258000.0,460000.0,regular,buy
6400,7452500190,98126,345000.0,395750.0,regular,buy
6403,1138000250,98034,350000.0,445950.0,good,buy
6404,4399210130,98002,225500.0,235000.0,regular,buy
6405,2770601365,98199,473000.0,689800.0,regular,buy
6408,6338000592,98105,565000.0,675000.0,regular,buy
6411,3905080280,98029,529000.0,575000.0,regular,buy
6414,9407600250,98038,211000.0,342000.0,regular,buy
6416,7224000950,98055,238950.0,294950.0,regular,buy
6422,5406500170,98075,645000.0,739999.0,regular,buy
6424,2011000010,98198,257950.0,265000.0,regular,buy
6426,8016250080,98030,245000.0,282255.0,regular,buy
6429,847100078,98059,330000.0,435000.0,regular,buy
6431,7979900680,98155,354500.0,375000.0,regular,buy
6433,2310000430,98038,284000.0,342000.0,regular,buy
6436,3249500020,98077,625000.0,652475.0,regular,buy
6437,8651442810,98042,152000.0,292000.0,regular,buy
6438,8564500020,98034,322000.0,445950.0,regular,buy
6439,3019300050,98107,445000.0,529950.0,regular,buy
6441,2698200010,98055,165000.0,294950.0,regular,buy
6443,5710610430,98027,517500.0,570500.0,regular,buy
6444,34000005,98136,343566.0,489950.0,regular,buy
6446,3298300130,98008,474905.0,545000.0,good,buy
6449,2344300122,98004,900000.0,1150000.0,regular,buy
6450,3904901330,98029,449950.0,575000.0,regular,buy
6451,7524100280,98198,259000.0,265000.0,regular,buy
6454,2769602475,98107,490000.0,529950.0,regular,buy
6459,9477730080,98056,377000.0,380000.0,regular,buy
6460,3300760020,98033,595000.0,678350.0,regular,buy
6461,148000440,98116,313300.0,562750.0,regular,buy
6466,8843900396,98027,455000.0,570500.0,regular,buy
6469,8732190460,98023,260000.0,268450.0,regular,buy
6470,723099028,98045,320000.0,399500.0,regular,buy
6472,1133000050,98125,362000.0,425000.0,regular,buy
6473,2770601462,98199,503500.0,689800.0,regular,buy
6478,126039323,98177,417500.0,554000.0,regular,buy
6479,9512500460,98052,525000.0,615000.0,regular,buy
6480,7203601405,98198,217000.0,265000.0,regular,buy
6483,2206500430,98006,525000.0,760184.5,regular,buy
6484,9477001410,98034,425500.0,445950.0,regular,buy
6488,1545808370,98038,245000.0,342000.0,regular,buy
6489,7335400500,98002,194900.0,235000.0,regular,buy
6490,1843130980,98042,284000.0,292000.0,regular,buy
6492,8656800190,98014,280000.0,415000.0,regular,buy
6494,4235400255,98199,405000.0,689800.0,regular,buy
6496,2205500080,98006,483300.0,760184.5,regular,buy
6498,2310010050,98038,274950.0,342000.0,regular,buy
6502,9407102360,98045,309212.0,399500.0,regular,buy
6503,104510440,98023,219950.0,268450.0,regular,buy
6505,2113700500,98106,250800.0,315000.0,regular,buy
6510,6043400006,98004,815000.0,1150000.0,regular,buy
6514,1925059049,98004,775000.0,1150000.0,regular,buy
6515,7760400420,98042,255000.0,292000.0,regular,buy
6516,6163901271,98155,327000.0,375000.0,regular,buy
6519,8651443190,98042,199500.0,292000.0,regular,buy
6522,4038700190,98008,527000.0,545000.0,regular,buy
6523,8661000089,98022,199950.0,279500.0,regular,buy
6524,2329800430,98042,254000.0,292000.0,regular,buy
6525,6431500280,98103,393000.0,550000.0,regular,buy
6528,3630120050,98029,565000.0,575000.0,regular,buy
6533,8645530010,98058,225000.0,335000.0,regular,buy
6534,8645530010,98058,295000.0,335000.0,regular,buy
6536,9407101900,98045,280000.0,399500.0,regular,buy
6537,1931300425,98103,539000.0,550000.0,good,buy
6541,3759500006,98033,610000.0,678350.0,good,buy
6542,4221270290,98075,544900.0,739999.0,regular,buy
6544,3575302575,98074,532500.0,642000.0,regular,buy
6546,8805900080,98112,750000.0,915000.0,regular,buy
6547,8121200460,98052,530000.0,615000.0,regular,buy
6548,2461900609,98136,346100.0,489950.0,regular,buy
6549,3298600440,98092,260000.0,309780.0,regular,buy
6550,643300010,98006,365000.0,760184.5,good,buy
6551,224069102,98075,615000.0,739999.0,regular,buy
6552,8856960050,98038,318400.0,342000.0,regular,buy
6555,3668000670,98092,200000.0,309780.0,regular,buy
6556,1274500420,98042,234000.0,292000.0,good,buy
6557,8151600470,98146,121800.0,305000.0,regular,buy
6562,3438503140,98106,269000.0,315000.0,regular,buy
6563,7558750190,98052,573000.0,615000.0,regular,buy
6564,3395040440,98108,330000.0,342500.0,regular,buy
6565,4338800190,98166,252750.0,390000.0,regular,buy
6567,5113260430,98038,280000.0,342000.0,regular,buy
6575,4318200440,98136,432000.0,489950.0,regular,buy
6576,1721800190,98146,300000.0,305000.0,regular,buy
6578,2767602945,98107,500000.0,529950.0,regular,buy
6579,321049090,98001,254000.0,260000.0,good,buy
6580,4443801495,98117,470000.0,544000.0,regular,buy
6581,3275750290,98008,480000.0,545000.0,good,buy
6582,2273600460,98033,536000.0,678350.0,regular,buy
6584,1330900250,98052,550000.0,615000.0,regular,buy
6585,1099600250,98023,260000.0,268450.0,regular,buy
6586,1445200190,98155,284900.0,375000.0,regular,buy
6588,7626200280,98136,425000.0,489950.0,regular,buy
6589,7211402115,98146,230000.0,305000.0,regular,buy
6591,8091410080,98030,267500.0,282255.0,regular,buy
6600,4036800170,98008,453000.0,545000.0,regular,buy
6601,5127100190,98059,290000.0,435000.0,regular,buy
6605,9284801845,98126,354000.0,395750.0,regular,buy
6606,3210200373,98023,204950.0,268450.0,regular,buy
6610,1542800010,98052,472500.0,615000.0,regular,buy
6611,1433500050,98007,549950.0,555000.0,regular,buy
6614,2071700010,98133,340000.0,375000.0,regular,buy
6615,421000430,98056,225000.0,380000.0,regular,buy
6618,9542830440,98038,340000.0,342000.0,regular,buy
6619,23500190,98052,515000.0,615000.0,regular,buy
6624,2944510080,98023,242550.0,268450.0,regular,buy
6625,7019000050,98177,367500.0,554000.0,regular,buy
6629,7338000950,98002,187000.0,235000.0,regular,buy
6630,3323059027,98058,326000.0,335000.0,regular,buy
6635,2697400020,98177,400000.0,554000.0,regular,buy
6637,3126049439,98103,313000.0,550000.0,regular,buy
6640,6139100086,98155,350000.0,375000.0,regular,buy
6641,5710610670,98027,530000.0,570500.0,regular,buy
6642,7503000020,98028,415000.0,445000.0,regular,buy
6644,3570000130,98075,580379.0,739999.0,regular,buy
6645,7853340430,98065,378000.0,500000.0,regular,buy
6646,2473380010,98058,265000.0,335000.0,regular,buy
6647,3306300630,98023,212000.0,268450.0,regular,buy
6651,8651402910,98042,176000.0,292000.0,good,buy
6653,3830210020,98030,168000.0,282255.0,regular,buy
6654,7950302210,98118,358000.0,367500.0,regular,buy
6655,1774200190,98077,580000.0,652475.0,regular,buy
6656,3715500170,98034,442500.0,445950.0,regular,buy
6657,2436700655,98105,515000.0,675000.0,regular,buy
6659,305000170,98075,659000.0,739999.0,regular,buy
6660,2570300130,98034,414999.0,445950.0,regular,buy
6661,776600130,98045,275000.0,399500.0,regular,buy
6662,5379802181,98188,193000.0,264000.0,regular,buy
6664,3396830020,98052,424000.0,615000.0,regular,buy
6665,7519001825,98117,455000.0,544000.0,regular,buy
6668,5100404030,98115,523000.0,567000.0,regular,buy
6669,9542000050,98005,615000.0,765475.0,regular,buy
6673,9202000080,98023,215000.0,268450.0,good,buy
6676,2473100010,98058,279000.0,335000.0,regular,buy
6677,2795000080,98177,535100.0,554000.0,regular,buy
6680,4046400010,98008,535900.0,545000.0,regular,buy
6681,7642200095,98146,230000.0,305000.0,regular,buy
6683,8944750480,98056,359000.0,380000.0,regular,buy
6685,7789000080,98056,253905.0,380000.0,good,buy
6686,6413100122,98125,369950.0,425000.0,regular,buy
6689,3123039136,98070,295000.0,463750.0,regular,buy
6692,4338800170,98166,246000.0,390000.0,regular,buy
6695,802000130,98033,490000.0,678350.0,regular,buy
6698,1788900380,98023,185000.0,268450.0,regular,buy
6699,2121000250,98034,303500.0,445950.0,regular,buy
6700,2110900050,98177,468000.0,554000.0,regular,buy
6702,6300000364,98133,235000.0,375000.0,regular,buy
6703,2616800050,98027,520000.0,570500.0,regular,buy
6704,1446400648,98168,203000.0,235000.0,regular,buy
6706,9109000050,98126,275000.0,395750.0,regular,buy
6709,2545700020,98115,458500.0,567000.0,regular,buy
6713,1545802850,98038,286000.0,342000.0,good,buy
6715,8087800430,98052,602000.0,615000.0,regular,buy
6717,3826501060,98030,267000.0,282255.0,regular,buy
6718,5406500430,98075,712000.0,739999.0,regular,buy
6719,5417600130,98065,244500.0,500000.0,regular,buy
6720,5417600130,98065,301000.0,500000.0,regular,buy
6724,1473200170,98133,305000.0,375000.0,regular,buy
6728,6929603769,98198,253000.0,265000.0,regular,buy
6731,323049148,98118,319000.0,367500.0,good,buy
6733,9284802045,98126,345000.0,395750.0,regular,buy
6734,3188100007,98115,380000.0,567000.0,regular,buy
6737,2310000380,98038,269950.0,342000.0,regular,buy
