,id,zipcode,price,price_median,condition_type,status
14734,5460900120,98040,989900.0,993750.0,good,buy
14867,8651441750,98042,174950.0,292000.0,good,buy
14902,1842300050,98052,600000.0,615000.0,good,buy
14906,3903200050,98092,263950.0,309780.0,good,buy
15139,7229900285,98059,390000.0,435000.0,good,buy
15199,9834200305,98144,350000.0,450000.0,good,buy
15202,1929300415,98109,710000.0,736000.0,good,buy
15248,1320069249,98022,192500.0,279500.0,good,buy
15250,2207200635,98007,439800.0,555000.0,good,buy
15291,6664000130,98004,635250.0,1150000.0,good,buy
15312,1423700680,98058,190000.0,335000.0,good,buy
15325,5547500050,98042,255000.0,292000.0,good,buy
15363,1441300130,98038,319000.0,342000.0,good,buy
15381,2856101479,98117,276000.0,544000.0,good,buy
15392,2204500480,98006,551100.0,760184.5,good,buy
15418,2420069242,98022,175000.0,279500.0,good,buy
15453,8813400345,98105,575000.0,675000.0,good,buy
15473,6072400280,98006,619850.0,760184.5,good,buy
15488,1087900050,98033,560000.0,678350.0,good,buy
15537,6413600285,98125,402000.0,425000.0,good,buy
15542,1001200050,98188,259000.0,264000.0,good,buy
15584,7129303180,98118,310000.0,367500.0,good,buy
15586,2128000050,98033,625000.0,678350.0,good,buy
15683,7424600020,98033,620000.0,678350.0,good,buy
15685,5104200380,98059,265000.0,435000.0,good,buy
15697,3438501150,98106,300000.0,315000.0,good,buy
15738,2211700290,98006,538000.0,760184.5,good,buy
15788,8653600050,98074,572000.0,642000.0,good,buy
15907,3575302880,98074,339300.0,642000.0,good,buy
15908,6671900095,98133,313000.0,375000.0,good,buy
16008,321049193,98001,215000.0,260000.0,good,buy
16116,8026200080,98056,372000.0,380000.0,good,buy
16163,1450100420,98002,205000.0,235000.0,good,buy
16168,7420200050,98033,623000.0,678350.0,good,buy
16210,1236300307,98033,565000.0,678350.0,good,buy
16228,6131600255,98002,202500.0,235000.0,good,buy
16250,259800680,98008,534000.0,545000.0,good,buy
16256,7579200715,98116,400000.0,562750.0,good,buy
16290,6163901061,98155,329000.0,375000.0,good,buy
16379,9150100020,98002,189000.0,235000.0,good,buy
16439,6457000080,98031,269900.0,288200.0,good,buy
16461,9476200020,98056,254000.0,380000.0,good,buy
16481,4060000290,98178,253000.0,278277.0,good,buy
16502,1332700010,98056,305000.0,380000.0,good,buy
16504,7224500010,98055,253000.0,294950.0,good,buy
16516,1771100440,98077,360000.0,652475.0,good,buy
16533,9550204450,98105,651000.0,675000.0,good,buy
16548,3222079136,98010,213000.0,359999.5,good,buy
16560,1431700280,98058,310000.0,335000.0,good,buy
16597,3342102385,98056,376000.0,380000.0,good,buy
16608,3644100073,98144,245000.0,450000.0,good,buy
16663,5561000430,98027,470000.0,570500.0,good,buy
16703,1623049145,98168,210000.0,235000.0,good,buy
16738,3977630130,98092,146300.0,309780.0,good,buy
16765,3211000190,98059,310000.0,435000.0,good,buy
16789,5029450290,98023,230000.0,268450.0,good,buy
16833,9278200095,98116,465000.0,562750.0,good,buy
16852,6431500122,98103,520000.0,550000.0,good,buy
16920,339600190,98052,420000.0,615000.0,good,buy
16926,2201500680,98006,501000.0,760184.5,good,buy
16938,4222310680,98003,240000.0,267475.0,good,buy
16949,418000415,98056,191000.0,380000.0,good,buy
16964,3888100029,98033,475300.0,678350.0,good,buy
17009,8944300010,98023,230000.0,268450.0,good,buy
17048,7889600080,98146,208000.0,305000.0,good,buy
17065,8091600080,98022,225000.0,279500.0,good,buy
17066,8651402750,98042,132825.0,292000.0,good,buy
17067,8651402750,98042,219950.0,292000.0,good,buy
17128,4337600005,98166,153000.0,390000.0,good,buy
17154,421000500,98056,209995.0,380000.0,good,buy
17169,9542400010,98005,745000.0,765475.0,good,buy
17194,8018600980,98168,187250.0,235000.0,good,buy
17197,5111400086,98038,110000.0,342000.0,good,buy
17239,5307100280,98005,680000.0,765475.0,good,buy
17255,1545806720,98038,254950.0,342000.0,good,buy
17266,1024069063,98075,620000.0,739999.0,good,buy
17272,6181700250,98028,350000.0,445000.0,good,buy
17282,2787700630,98059,399000.0,435000.0,good,buy
17297,7304300430,98155,364000.0,375000.0,good,buy
17300,9828700235,98112,669000.0,915000.0,good,buy
17326,8651410670,98042,189950.0,292000.0,good,buy
17348,6146600185,98032,160000.0,249000.0,good,buy
17392,8651410190,98042,179950.0,292000.0,good,buy
17411,5459000305,98040,648752.0,993750.0,good,buy
17413,5212000020,98033,630100.0,678350.0,good,buy
17416,7227501190,98056,250000.0,380000.0,good,buy
17420,2356800020,98117,416000.0,544000.0,good,buy
17460,7335400020,98002,219500.0,235000.0,good,buy
17512,1049010050,98034,386100.0,445950.0,good,buy
17528,1871400585,98022,160000.0,279500.0,good,buy
17548,6885900415,98133,290000.0,375000.0,good,buy
17564,8127700210,98199,600000.0,689800.0,good,buy
17605,8651430220,98042,183000.0,292000.0,good,buy
17627,1074100110,98133,355300.0,375000.0,good,buy
17667,8024201210,98115,550000.0,567000.0,good,buy
17670,2141320230,98006,710000.0,760184.5,good,buy
17684,2968801240,98166,211000.0,390000.0,good,buy
17704,3500100015,98155,327500.0,375000.0,good,buy
17751,8651430210,98042,217000.0,292000.0,good,buy
17770,1951800580,98006,590000.0,760184.5,good,buy
17798,5229300027,98059,275000.0,435000.0,good,buy
17804,5561401530,98027,550000.0,570500.0,good,buy
17819,2420069268,98022,184900.0,279500.0,good,buy
17840,8651400580,98042,195000.0,292000.0,good,buy
17847,1922059401,98030,275000.0,282255.0,good,buy
17867,3031200120,98118,255000.0,367500.0,good,buy
17886,7227500740,98056,217000.0,380000.0,good,buy
17909,1535204365,98070,428000.0,463750.0,good,buy
18090,6163901380,98155,244000.0,375000.0,good,buy
18091,9477000650,98034,397000.0,445950.0,good,buy
18124,3584000180,98003,253400.0,267475.0,good,buy
18132,9221400600,98115,462000.0,567000.0,good,buy
18171,203900610,98053,339000.0,635000.0,good,buy
18196,4139660040,98006,760000.0,760184.5,good,buy
18222,2771104010,98199,529999.0,689800.0,good,buy
18231,8092500720,98042,230000.0,292000.0,good,buy
18270,8581400015,98002,189900.0,235000.0,good,buy
18321,920069052,98022,243950.0,279500.0,good,buy
18348,5112800210,98058,255950.0,335000.0,good,buy
18360,421069081,98010,337000.0,359999.5,good,buy
18456,2372800100,98022,245000.0,279500.0,good,buy
18507,2205700180,98006,545000.0,760184.5,good,buy
18588,4389200761,98004,1100000.0,1150000.0,good,buy
18605,9476200650,98056,245000.0,380000.0,good,buy
18639,6204200590,98011,410000.0,470000.0,good,buy
18651,2024059059,98006,693000.0,760184.5,good,buy
18652,2922701085,98117,543000.0,544000.0,good,buy
18693,7524600120,98092,250000.0,309780.0,good,buy
18879,2128000180,98033,600000.0,678350.0,good,buy
18883,1568100220,98155,350000.0,375000.0,good,buy
18884,1626069220,98077,562000.0,652475.0,good,buy
18903,1972201161,98103,435000.0,550000.0,good,buy
18909,9499200220,98002,234000.0,235000.0,good,buy
18920,3424069066,98027,396450.0,570500.0,good,buy
18966,1081330210,98059,410000.0,435000.0,good,buy
18998,3222069156,98042,270000.0,292000.0,good,buy
19040,2968801605,98166,285000.0,390000.0,good,buy
19052,7907600100,98146,287500.0,305000.0,good,buy
19056,3626039207,98177,522500.0,554000.0,good,buy
19087,9476200580,98056,250000.0,380000.0,good,buy
19112,8096600100,98011,455000.0,470000.0,good,buy
19191,923059206,98056,374000.0,380000.0,good,buy
19193,2144800146,98178,257500.0,278277.0,good,buy
19211,9144300120,98072,374500.0,515000.0,good,buy
19227,9211500230,98023,263000.0,268450.0,good,buy
19237,8822900115,98125,306000.0,425000.0,good,buy
19246,7016100120,98011,440000.0,470000.0,good,buy
19247,8857600220,98032,178500.0,249000.0,good,buy
19256,6071200455,98006,550000.0,760184.5,good,buy
19283,4449800063,98117,435000.0,544000.0,good,buy
19341,1777600900,98006,710000.0,760184.5,good,buy
19352,1523059103,98059,390000.0,435000.0,good,buy
19367,3793700210,98059,299000.0,435000.0,good,buy
19369,7010701383,98199,680000.0,689800.0,good,buy
19370,3353401340,98001,199900.0,260000.0,good,buy
19373,4443800940,98117,485000.0,544000.0,good,buy
19400,7335400065,98002,229950.0,235000.0,good,buy
19422,5667100025,98125,405000.0,425000.0,good,buy
19439,8562901010,98074,505000.0,642000.0,good,buy
19442,6822100155,98199,630000.0,689800.0,good,buy
19489,1997200245,98103,540000.0,550000.0,good,buy
19522,4137020820,98092,268000.0,309780.0,good,buy
19567,621069154,98042,226000.0,292000.0,good,buy
19873,3449000060,98059,320000.0,435000.0,good,buy
